,sex,jbstatus,age,tenure,ethnicity,ManMot1,ManMot2,ManMot3,ManMot4,ocb1,ocb2,ocb3,ocb4,aut1,aut2,aut3,Justice1,Justice2,Justice3,JobSat1,JobSat2,Quit1,Quit2,Quit3,Man1,Man2,Man3,Eng1,Eng2,Eng3,Eng4,pos1,pos2,pos3
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,female,permanent,46-50,12.0,White British,strongly agree,strongly agree,agree,strongly agree,I always do this,I sometimes do this,I occasionally do this,I always do this,agree,agree,neither,disagree,neither,neither,strongly agree,agree,neither,agree,disagree,strongly agree,strongly agree,agree,strongly agree,strongly agree,agree,agree,disagree,disagree,disagree
363,male,permanent,41-45,0.5,White British,strongly agree,agree,strongly agree,agree,I always do this,I frequently do this,I sometimes do this,I frequently do this,agree,agree,agree,agree,agree,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,agree,agree,agree,agree,neither,neither,neither
364,female,permanent,20-25,1.0,White British,agree,agree,agree,agree,I always do this,I frequently do this,I frequently do this,I never do this,strongly agree,strongly agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,disagree,disagree,disagree,neither,neither,neither
365,female,permanent,56 +,13.0,White British,agree,agree,agree,agree,I sometimes do this,I never do this,I never do this,I never do this,disagree,disagree,disagree,neither,neither,neither,agree,agree,disagree,disagree,disagree,agree,neither,neither,agree,agree,agree,agree,neither,disagree,disagree
366,female,permanent,20-25,2.0,White British,agree,agree,agree,agree,I always do this,I always do this,I always do this,I occasionally do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,strongly agree,strongly agree,strongly agree,disagree,neither,disagree,agree,neither,neither,neither
367,female,permanent,51-55,0.3,White British,agree,agree,agree,agree,I frequently do this,I sometimes do this,I sometimes do this,I occasionally do this,agree,agree,agree,neither,neither,neither,agree,agree,neither,neither,neither,neither,neither,neither,disagree,agree,agree,neither,disagree,disagree,disagree
368,male,permanent,46-50,14.0,White British,agree,neither,neither,neither,I frequently do this,I frequently do this,I frequently do this,I frequently do this,,,,,,,,,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,agree,agree,neither,neither,neither
369,male,permanent,41-45,2.0,White British,agree,agree,neither,agree,I always do this,I frequently do this,I frequently do this,I frequently do this,agree,agree,agree,disagree,disagree,disagree,neither,neither,neither,neither,neither,neither,neither,neither,neither,agree,agree,neither,neither,neither,disagree
370,female,permanent,41-45,1.0,White British,agree,agree,agree,strongly agree,I frequently do this,I sometimes do this,I sometimes do this,I frequently do this,agree,agree,agree,neither,neither,disagree,agree,agree,neither,neither,neither,neither,neither,neither,disagree,neither,neither,disagree,neither,neither,neither
371,female,permanent,31-35,0.5,White British,agree,strongly agree,agree,agree,I frequently do this,I sometimes do this,I occasionally do this,I occasionally do this,agree,neither,neither,agree,agree,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,disagree,agree,agree,agree,neither,neither,neither
372,female,permanent,56 +,18.5,White British,strongly agree,strongly agree,agree,strongly agree,I always do this,I frequently do this,I frequently do this,I occasionally do this,strongly agree,agree,strongly agree,disagree,disagree,neither,agree,agree,,,,,,,neither,agree,agree,neither,disagree,agree,disagree
373,female,permanent,26-30,10.0,White British,strongly agree,agree,agree,strongly agree,I frequently do this,I frequently do this,I frequently do this,I sometimes do this,agree,agree,agree,agree,agree,neither,neither,neither,disagree,disagree,disagree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
374,female,permanent,26-30,3.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I frequently do this,I sometimes do this,I sometimes do this,I occasionally do this,agree,agree,agree,neither,neither,neither,strongly agree,agree,neither,neither,neither,neither,neither,neither,neither,agree,agree,neither,neither,disagree,disagree
375,female,casual,56 +,2.0,White British,neither,neither,neither,agree,I frequently do this,I frequently do this,I frequently do this,I sometimes do this,agree,neither,neither,neither,neither,neither,agree,agree,neither,neither,neither,neither,neither,neither,neither,agree,neither,neither,neither,neither,neither
376,male,permanent,46-50,2.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I sometimes do this,I always do this,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,agree,neither
377,female,permanent,41-45,6.0,White British,agree,agree,neither,agree,I frequently do this,I frequently do this,I frequently do this,I frequently do this,agree,agree,agree,disagree,disagree,disagree,neither,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,neither,neither,disagree,disagree,disagree
378,male,permanent,36-40,,White British,neither,agree,agree,neither,I frequently do this,I frequently do this,I frequently do this,I never do this,agree,agree,agree,neither,neither,disagree,strongly agree,strongly agree,neither,disagree,strongly agree,neither,disagree,disagree,neither,agree,agree,agree,agree,neither,agree
379,male,permanent,56 +,9.0,White British,neither,agree,neither,agree,I occasionally do this,I occasionally do this,I occasionally do this,I never do this,neither,neither,neither,neither,neither,disagree,neither,neither,neither,agree,agree,neither,neither,neither,disagree,neither,neither,disagree,neither,neither,neither
380,female,permanent,51-55,3.0,White British,neither,agree,neither,agree,I frequently do this,I frequently do this,I frequently do this,I frequently do this,agree,agree,agree,neither,neither,neither,agree,agree,neither,neither,neither,neither,neither,neither,neither,agree,agree,neither,neither,neither,neither
381,male,fixed term,26-30,0.5,White British,agree,agree,agree,agree,I frequently do this,I frequently do this,I frequently do this,I always do this,,,,,,,,,disagree,disagree,disagree,agree,agree,agree,agree,neither,disagree,agree,disagree,disagree,disagree
382,female,permanent,46-50,20.0,White British,strongly agree,strongly agree,agree,strongly agree,I frequently do this,I frequently do this,I sometimes do this,I never do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,,,,neither,agree,agree,neither,neither,neither,neither
383,male,permanent,41-45,2.0,White British,neither,strongly agree,neither,agree,I always do this,I always do this,I always do this,I sometimes do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,agree,agree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
384,female,permanent,46-50,0.3,White British,agree,agree,agree,agree,I frequently do this,I sometimes do this,I sometimes do this,I never do this,disagree,disagree,disagree,neither,neither,neither,neither,neither,neither,neither,neither,agree,agree,agree,disagree,agree,neither,disagree,neither,agree,neither
385,female,permanent,46-50,0.3,White British,neither,neither,neither,agree,I always do this,I always do this,,I frequently do this,neither,neither,neither,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,agree,agree,agree,neither,agree,agree,agree
386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,male,permanent,31-35,8.0,White British,agree,agree,neither,agree,I frequently do this,I frequently do this,I frequently do this,I never do this,neither,neither,agree,neither,neither,neither,neither,neither,agree,agree,neither,agree,agree,agree,neither,neither,neither,neither,neither,neither,neither
388,female,permanent,36-40,5.0,White British,disagree,neither,disagree,disagree,I sometimes do this,I occasionally do this,I never do this,I never do this,agree,neither,agree,disagree,neither,neither,agree,agree,disagree,disagree,disagree,strongly agree,strongly agree,strongly agree,neither,agree,agree,agree,neither,disagree,neither
389,female,permanent,36-40,1.5,White British,neither,agree,disagree,neither,I always do this,I frequently do this,I frequently do this,I always do this,strongly agree,strongly agree,agree,strongly disagree,strongly disagree,disagree,agree,agree,strongly disagree,agree,strongly disagree,neither,neither,neither,agree,agree,agree,strongly agree,disagree,agree,agree
390,female,permanent,46-50,1.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I sometimes do this,I sometimes do this,I frequently do this,strongly agree,strongly agree,strongly agree,agree,agree,agree,strongly agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,neither,neither,neither,neither
391,female,permanent,51-55,1.75,White British,neither,strongly agree,neither,neither,I frequently do this,I frequently do this,I sometimes do this,I occasionally do this,agree,agree,agree,neither,agree,neither,agree,agree,disagree,disagree,neither,agree,agree,agree,agree,agree,neither,neither,neither,neither,neither
392,female,permanent,41-45,4.0,White British,agree,agree,neither,agree,I frequently do this,I sometimes do this,I sometimes do this,I occasionally do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,neither,neither,disagree,disagree,disagree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
393,female,permanent,46-50,1.0,White British,disagree,neither,disagree,disagree,I always do this,I always do this,I sometimes do this,I occasionally do this,strongly agree,strongly agree,strongly agree,disagree,strongly disagree,strongly disagree,agree,agree,disagree,disagree,disagree,neither,neither,neither,strongly agree,strongly agree,strongly agree,neither,strongly disagree,strongly disagree,strongly disagree
394,female,permanent,41-45,3.0,White British,agree,agree,agree,agree,I frequently do this,I frequently do this,I occasionally do this,I never do this,strongly agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,agree,neither,neither,neither,neither,neither,disagree,disagree,disagree
395,female,permanent,56 +,0.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I occasionally do this,neither,neither,agree,agree,agree,agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,neither,agree,agree,agree,strongly agree,strongly agree,strongly agree
396,female,permanent,31-35,2.0,White British,agree,agree,agree,agree,I frequently do this,I sometimes do this,I sometimes do this,I never do this,agree,agree,agree,neither,neither,neither,agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,neither,neither,neither,neither,neither,neither,neither
397,female,permanent,56 +,10.0,White British,agree,agree,agree,strongly agree,I always do this,I frequently do this,I sometimes do this,I frequently do this,agree,agree,neither,agree,agree,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,neither,agree,agree,agree,neither,neither,neither
398,female,permanent,36-40,2.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I frequently do this,I always do this,I frequently do this,I frequently do this,agree,neither,agree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,disagree,agree,neither,neither,agree,neither,neither,agree,neither,neither,neither
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,female,casual,26-30,0.1,White British,neither,agree,neither,agree,I always do this,I always do this,I always do this,I occasionally do this,agree,agree,agree,agree,agree,neither,neither,agree,neither,agree,agree,agree,neither,neither,agree,agree,agree,neither,agree,neither,neither
401,male,casual,20-25,2.5,White British,agree,agree,agree,agree,I frequently do this,I sometimes do this,I sometimes do this,I never do this,strongly agree,agree,agree,neither,neither,neither,agree,agree,disagree,neither,disagree,agree,agree,agree,neither,agree,neither,neither,neither,neither,neither
402,male,casual,56 +,2.0,White British,neither,neither,neither,neither,I always do this,I sometimes do this,I never do this,I never do this,agree,agree,agree,agree,agree,disagree,agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,agree
403,female,permanent,31-35,6.0,White British,agree,agree,agree,agree,I always do this,I sometimes do this,I frequently do this,I sometimes do this,agree,neither,neither,disagree,disagree,disagree,agree,agree,neither,neither,neither,agree,agree,agree,disagree,disagree,disagree,disagree,,,
404,male,permanent,46-50,8.0,White British,disagree,agree,neither,strongly agree,I frequently do this,I frequently do this,I sometimes do this,I frequently do this,disagree,strongly disagree,disagree,disagree,disagree,strongly disagree,strongly agree,agree,strongly agree,strongly agree,strongly agree,neither,neither,neither,neither,agree,disagree,neither,strongly disagree,strongly disagree,strongly disagree
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,female,permanent,46-50,9.0,White British,agree,strongly agree,agree,strongly agree,I always do this,I frequently do this,I sometimes do this,I never do this,agree,agree,agree,neither,neither,neither,neither,neither,disagree,disagree,disagree,neither,neither,neither,strongly disagree,neither,neither,disagree,disagree,disagree,strongly disagree
407,male,permanent,41-45,5.0,,strongly agree,strongly agree,agree,strongly agree,I always do this,I sometimes do this,I sometimes do this,I occasionally do this,agree,agree,agree,agree,neither,disagree,agree,neither,neither,agree,agree,agree,agree,agree,disagree,neither,agree,neither,neither,neither,neither
408,female,permanent,41-45,2.0,Asian - Indian,strongly disagree,strongly disagree,strongly disagree,disagree,I frequently do this,I frequently do this,I frequently do this,I occasionally do this,neither,neither,neither,disagree,disagree,strongly disagree,neither,disagree,disagree,disagree,disagree,neither,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree
409,female,permanent,31-35,8.0,White British,strongly agree,agree,agree,agree,I always do this,I frequently do this,I frequently do this,I frequently do this,agree,agree,agree,disagree,disagree,disagree,neither,agree,neither,neither,neither,agree,neither,neither,agree,strongly agree,agree,agree,neither,neither,neither
410,female,permanent,,12.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I frequently do this,I occasionally do this,strongly agree,agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree
411,female,permanent,31-35,3.0,White British,agree,strongly agree,agree,strongly agree,I always do this,I always do this,I always do this,I occasionally do this,agree,agree,agree,agree,agree,agree,strongly agree,strongly agree,disagree,disagree,disagree,agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,disagree,agree
412,male,permanent,31-35,0.25,White British,neither,agree,agree,disagree,I frequently do this,I frequently do this,I sometimes do this,I occasionally do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,neither,agree,agree,agree,agree,neither,agree,agree,neither,disagree,neither
413,female,permanent,36-40,0.5,White British,strongly disagree,disagree,strongly disagree,strongly disagree,I frequently do this,I sometimes do this,I sometimes do this,I never do this,disagree,disagree,neither,neither,neither,neither,agree,agree,neither,neither,neither,agree,agree,agree,neither,neither,neither,neither,disagree,disagree,disagree
414,female,permanent,20-25,0.75,White British,neither,agree,disagree,neither,I frequently do this,I frequently do this,I frequently do this,I occasionally do this,agree,agree,agree,strongly disagree,disagree,strongly disagree,agree,neither,,,,,,,neither,agree,,neither,strongly disagree,neither,neither
415,female,fixed term,26-30,0.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I frequently do this,I always do this,I frequently do this,strongly agree,agree,strongly agree,neither,neither,neither,agree,agree,disagree,disagree,neither,agree,neither,neither,disagree,agree,agree,neither,agree,neither,neither
416,female,permanent,51-55,12.0,White British,agree,strongly agree,agree,strongly agree,I always do this,I always do this,I always do this,I always do this,agree,neither,agree,disagree,disagree,disagree,neither,neither,disagree,neither,neither,agree,agree,agree,neither,neither,neither,neither,disagree,disagree,disagree
417,female,permanent,41-45,3.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I frequently do this,I occasionally do this,I sometimes do this,I occasionally do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,agree,agree,agree,agree,neither,neither,neither
418,male,fixed term,36-40,2.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I always do this,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,neither,neither,neither
419,female,permanent,51-55,6.0,White British,agree,agree,neither,agree,I sometimes do this,I occasionally do this,I never do this,I never do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,neither,agree,agree,agree,agree,agree,neither
420,female,permanent,36-40,5.0,White British,agree,strongly agree,agree,agree,I always do this,I always do this,I always do this,I always do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,agree,agree,neither,agree,disagree,agree,agree,agree,agree,strongly agree,agree,agree,neither,neither,neither
421,male,permanent,46-50,17.0,Asian - Indian,agree,agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I always do this,strongly agree,agree,agree,neither,neither,neither,neither,neither,disagree,disagree,disagree,agree,neither,agree,agree,agree,agree,agree,neither,disagree,disagree
422,female,permanent,51-55,6.0,White British,agree,agree,agree,agree,I frequently do this,I frequently do this,I frequently do this,I frequently do this,agree,agree,agree,neither,neither,neither,agree,neither,disagree,neither,disagree,neither,agree,agree,disagree,neither,neither,neither,disagree,disagree,strongly disagree
423,female,permanent,46-50,1.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I sometimes do this,I always do this,,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,disagree,disagree,disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree
424,female,permanent,36-40,3.0,White British,agree,neither,neither,agree,I sometimes do this,I always do this,I frequently do this,I never do this,strongly agree,agree,agree,neither,neither,neither,neither,agree,neither,neither,agree,strongly agree,strongly agree,strongly agree,agree,neither,neither,neither,neither,agree,neither
425,male,temporary,41-45,0.25,White British,neither,neither,neither,neither,I frequently do this,I occasionally do this,I occasionally do this,I always do this,agree,disagree,agree,neither,neither,neither,agree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
426,male,permanent,26-30,0.75,White British,strongly agree,strongly agree,strongly agree,strongly agree,I frequently do this,I frequently do this,I frequently do this,I occasionally do this,agree,neither,neither,agree,agree,agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,neither,neither,neither,neither,agree,neither,agree
427,female,fixed term,26-30,0.3,White - Other,disagree,disagree,disagree,disagree,I sometimes do this,I sometimes do this,I occasionally do this,I never do this,strongly agree,agree,strongly agree,disagree,disagree,disagree,strongly agree,strongly agree,agree,agree,agree,disagree,disagree,disagree,strongly disagree,agree,agree,disagree,strongly disagree,strongly disagree,strongly disagree
428,female,permanent,51-55,12.0,White British,neither,agree,agree,agree,I always do this,I frequently do this,I sometimes do this,I never do this,strongly agree,agree,agree,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,,neither,neither,neither,disagree,disagree,disagree
429,female,permanent,46-50,6.0,White British,disagree,neither,neither,disagree,I frequently do this,I sometimes do this,I sometimes do this,I occasionally do this,agree,agree,agree,neither,neither,neither,agree,agree,neither,disagree,disagree,agree,agree,agree,neither,neither,neither,neither,disagree,agree,agree
430,male,permanent,41-45,4.0,White British,neither,strongly agree,neither,agree,I frequently do this,I frequently do this,I frequently do this,I sometimes do this,agree,agree,agree,disagree,disagree,disagree,agree,agree,neither,agree,agree,agree,agree,agree,agree,strongly agree,agree,agree,disagree,neither,disagree
431,female,permanent,46-50,12.0,White British,agree,agree,neither,agree,I frequently do this,I sometimes do this,I frequently do this,I occasionally do this,agree,neither,neither,neither,neither,neither,neither,neither,neither,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,neither,neither
432,male,permanent,41-45,,,,,,,,,,,agree,agree,agree,neither,neither,agree,neither,neither,disagree,disagree,neither,agree,agree,agree,neither,agree,agree,neither,neither,neither,neither
433,male,casual,51-55,2.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I frequently do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,strongly agree,strongly agree,disagree,disagree,disagree,strongly agree,strongly agree,strongly agree,agree,agree,agree,agree,neither,neither,neither
434,female,permanent,46-50,4.0,White British,agree,agree,agree,agree,I frequently do this,I frequently do this,I frequently do this,I sometimes do this,agree,agree,agree,neither,neither,neither,agree,neither,disagree,neither,neither,neither,neither,neither,agree,disagree,disagree,disagree,disagree,agree,disagree
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,female,permanent,31-35,1.25,White British,agree,agree,agree,agree,I always do this,I always do this,I always do this,I sometimes do this,neither,neither,neither,neither,neither,neither,strongly agree,strongly agree,disagree,disagree,disagree,agree,agree,agree,agree,neither,neither,neither,neither,neither,neither
437,female,permanent,41-45,0.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I frequently do this,I sometimes do this,I sometimes do this,I frequently do this,agree,neither,neither,neither,neither,neither,agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,neither,agree,,,
438,female,permanent,36-40,1.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I frequently do this,I frequently do this,I always do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,strongly agree,strongly agree,neither,neither,neither,agree,agree,agree,neither,agree,agree,neither,agree,disagree,disagree
439,female,permanent,41-45,4.0,White British,neither,neither,neither,neither,I sometimes do this,I sometimes do this,I sometimes do this,I sometimes do this,agree,agree,agree,neither,neither,neither,agree,agree,neither,disagree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
440,female,permanent,36-40,19.0,White British,agree,agree,neither,agree,I frequently do this,I always do this,I frequently do this,I always do this,agree,agree,agree,neither,neither,neither,neither,neither,disagree,neither,neither,neither,neither,neither,agree,agree,neither,agree,neither,neither,neither
441,female,permanent,,,White British,agree,agree,agree,strongly agree,I always do this,I always do this,I always do this,I occasionally do this,agree,agree,neither,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,neither,,agree,neither,neither,neither,neither
442,female,fixed term,36-40,8.0,White British,,strongly agree,agree,strongly agree,I sometimes do this,I always do this,I sometimes do this,I frequently do this,agree,agree,agree,neither,neither,neither,disagree,disagree,neither,neither,neither,agree,agree,agree,disagree,disagree,disagree,disagree,neither,neither,neither
443,female,casual,51-55,10.0,White British,agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I never do this,disagree,disagree,neither,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,disagree,agree,neither,neither,neither,neither,neither
444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,male,permanent,26-30,8.0,White British,agree,agree,neither,agree,I frequently do this,I frequently do this,I frequently do this,I never do this,agree,neither,neither,disagree,disagree,neither,agree,neither,disagree,disagree,disagree,agree,strongly agree,strongly agree,agree,neither,neither,neither,agree,agree,neither
446,female,permanent,41-45,6.0,White British,neither,strongly agree,neither,agree,I always do this,I sometimes do this,I frequently do this,I always do this,strongly agree,agree,strongly agree,neither,neither,neither,agree,agree,strongly agree,strongly agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree
447,female,casual,31-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,female,casual,56 +,3.0,White British,neither,agree,neither,agree,I frequently do this,I frequently do this,I frequently do this,I sometimes do this,agree,neither,agree,neither,neither,neither,agree,neither,neither,neither,neither,neither,agree,neither,neither,neither,neither,neither,neither,neither,agree
449,female,casual,31-35,1.5,White British,strongly agree,strongly agree,agree,strongly agree,I always do this,I always do this,I always do this,I always do this,strongly agree,strongly agree,strongly agree,agree,agree,agree,strongly agree,strongly agree,disagree,disagree,neither,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree
450,female,fixed term,41-45,0.5,Black - African,strongly agree,strongly agree,agree,agree,I sometimes do this,I frequently do this,I sometimes do this,I sometimes do this,strongly agree,neither,neither,disagree,agree,neither,disagree,agree,strongly agree,neither,neither,strongly disagree,disagree,neither,neither,agree,agree,neither,disagree,agree,neither
451,female,permanent,46-50,8.0,White British,disagree,neither,disagree,disagree,I frequently do this,I sometimes do this,I frequently do this,I never do this,strongly agree,strongly agree,strongly agree,,,,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,neither,neither,disagree
452,female,permanent,41-45,6.0,White British,agree,disagree,neither,neither,I frequently do this,I sometimes do this,I frequently do this,I frequently do this,strongly agree,strongly agree,strongly agree,neither,neither,disagree,agree,agree,neither,disagree,neither,neither,neither,neither,neither,neither,agree,neither,neither,neither,neither
453,female,permanent,less than 20,0.2,White British,agree,agree,agree,agree,I always do this,I always do this,I sometimes do this,I occasionally do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,strongly agree,strongly agree,neither,neither,neither,neither,neither
454,female,permanent,26-30,0.25,White British,strongly agree,strongly agree,strongly agree,strongly agree,I sometimes do this,I sometimes do this,I sometimes do this,I sometimes do this,strongly agree,strongly agree,strongly agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree,neither,agree,agree,neither,disagree,strongly agree,disagree
455,female,fixed term,36-40,1.5,White British,agree,strongly agree,agree,neither,I always do this,I always do this,I always do this,I always do this,agree,neither,agree,disagree,disagree,neither,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,agree,neither,neither,strongly agree,strongly agree,strongly agree,strongly agree,disagree,neither,neither
456,female,permanent,41-45,18.0,White British,neither,agree,neither,agree,I always do this,I frequently do this,I frequently do this,I never do this,neither,neither,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,strongly disagree,strongly disagree,strongly disagree,neither,neither,neither,neither,disagree,strongly disagree,disagree,neither,neither,neither
457,female,permanent,51-55,0.5,White British,agree,agree,agree,agree,I sometimes do this,I frequently do this,I always do this,I occasionally do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,neither,neither,neither
458,female,permanent,26-30,,White Irish,strongly disagree,strongly agree,strongly disagree,strongly disagree,I frequently do this,I frequently do this,I frequently do this,I frequently do this,agree,agree,neither,disagree,disagree,strongly disagree,agree,agree,disagree,disagree,disagree,agree,agree,neither,neither,agree,neither,agree,neither,neither,neither
459,male,permanent,41-45,8.0,White British,,,,,I always do this,I frequently do this,I always do this,I always do this,strongly agree,agree,strongly agree,neither,disagree,neither,strongly agree,strongly agree,disagree,neither,disagree,disagree,disagree,disagree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,strongly disagree,strongly disagree
460,female,permanent,41-45,0.2,White British,strongly agree,strongly agree,strongly agree,strongly agree,I sometimes do this,I sometimes do this,I sometimes do this,I never do this,strongly agree,agree,agree,agree,agree,agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree
461,male,permanent,31-35,1.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I frequently do this,I frequently do this,I sometimes do this,I occasionally do this,strongly agree,neither,agree,neither,neither,neither,agree,strongly agree,disagree,strongly disagree,strongly disagree,agree,neither,neither,disagree,disagree,agree,neither,disagree,strongly agree,disagree
462,female,permanent,56 +,13.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I sometimes do this,I sometimes do this,I sometimes do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,agree,neither,neither,neither,strongly agree,strongly agree,agree,disagree,neither,disagree
463,,,51-55,2.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I frequently do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,strongly agree,strongly agree,disagree,disagree,disagree,strongly agree,strongly agree,strongly agree,agree,agree,agree,agree,neither,neither,neither
464,female,permanent,41-45,18.0,White British,agree,agree,strongly agree,agree,I frequently do this,I sometimes do this,I occasionally do this,I frequently do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,strongly agree,strongly agree,strongly agree,strongly agree,,,
465,male,permanent,56 +,9.0,White British,neither,agree,neither,agree,I always do this,I frequently do this,I never do this,I frequently do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,strongly agree,agree,agree,agree,strongly agree,agree,agree,agree,disagree,disagree,neither,disagree,strongly disagree,strongly agree,disagree
466,female,permanent,51-55,10.0,White British,neither,agree,neither,disagree,I always do this,I occasionally do this,I occasionally do this,I occasionally do this,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,neither,neither,neither,neither,agree,agree,agree,agree,disagree,disagree
